User ID,Subscription Type,Join Year,Join Date,Last Payment Date,Most Watched Genre,Country,Age,Gender,Device,Plan Duration,Monthly Subscription Price,Video quality,Resolution,"Customer Life
(In Month)",Total Sales,"Total Days 
(From last payment to 31st December) "
2454,Standard,2022,8/11/2022,11/13/2023,Crime,Canada,36,Male,Smartphone,1 Month,499,Better,1080p,15,7485,48
2455,Basic,2022,9/11/2022,12/11/2023,Self-Help,United States,38,Female,Tablet,1 Month,199,Good,720p,15,2985,20
2456,Premium,2022,11/11/2022,10/13/2023,Science Fiction,United States,39,Male,Smartphone,3 Month,649,Best,4K+HDR,11,7139,79
2457,Basic,2022,12/11/2022,6/10/2023,Non-Fiction,Canada,48,Male,Tablet,6 Month,199,Good,720p,5,995,204
2458,Standard,2022,12/11/2022,9/12/2023,Science Fiction,United Kingdom,30,Female,Smart TV,3 Month,499,Better,1080p,9,4491,110
2459,Premium,2022,12/11/2022,7/12/2023,Adventure,Australia,30,Male,Smart TV,6 Month,649,Best,4K+HDR,7,4543,172
2460,Basic,2022,12/11/2022,12/13/2023,Autobiography,Germany,35,Female,Smart TV,1 Month,199,Good,720p,12,2388,18
2463,Standard,2022,12/11/2022,11/11/2023,Fantasy,Mexico,50,Male,Smart TV,1 Month,499,Better,1080p,11,5489,50
2464,Standard,2022,5/11/2022,10/12/2023,Comedy,Spain,42,Female,Smartphone,3 Month,499,Better,1080p,17,8483,80
2465,Basic,2022,3/11/2022,10/11/2023,Thriller,Italy,30,Male,Tablet,3 Month,199,Good,720p,19,3781,81
2474,Premium,2022,6/9/2022,9/12/2023,Non-Fiction,Australia,49,Male,Smart TV,3 Month,649,Best,4K+HDR,15,9735,110
2475,Basic,2022,5/9/2022,12/11/2023,Horror,Germany,37,Female,Tablet,1 Month,199,Good,720p,19,3781,20
2480,Basic,2022,7/8/2022,11/14/2023,Horror,Italy,47,Male,Laptop,1 Month,199,Good,720p,16,3184,47
2481,Premium,2022,5/8/2022,9/12/2023,Action,Spain,33,Female,Laptop,3 Month,649,Best,4K+HDR,16,10384,110
2482,Standard,2022,6/8/2022,12/14/2023,Thriller,Spain,37,Female,Laptop,1 Month,499,Better,1080p,18,8982,17
2497,Basic,2022,4/8/2022,11/14/2023,Historical Fiction,Spain,33,Female,Smart TV,1 Month,199,Good,720p,19,3781,47
2498,Standard,2022,9/8/2022,6/15/2023,Comedy,United States,38,Male,Laptop,6 Month,499,Better,1080p,9,4491,199
2499,Standard,2022,12/8/2022,11/12/2023,Historical Fiction,Canada,48,Female,Tablet,1 Month,499,Better,1080p,11,5489,49
