ORDERNUMBER,ORDER DATE,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CITY,COUNTRY,DEALSIZE
10229,8/27/2016,22,189.66,5,417252,1440,Shipped,Classic Cars,S18_3232,San Rafael,USA,Medium
10239,8/27/2016,47,150.71,1,708337,1409,Shipped,Classic Cars,S18_3232,Oulu,Finland,Large
10246,5/25/2014,36,198.13,9,713268,1387,Shipped,Classic Cars,S18_3232,Madrid,Spain,Large
10253,5/25/2014,40,169.34,6,677360,1361,Cancelled,Classic Cars,S18_3232,Liverpool,UK,Medium
10259,11/3/2015,27,135.47,8,365769,1348,Shipped,Classic Cars,S18_3232,Singapore,Singapore,Medium
10266,11/3/2015,29,165.95,7,481255,1328,Shipped,Classic Cars,S18_3232,Reggio Emilia,Italy,Medium
10271,11/3/2015,20,196.43,9,392860,1315,Shipped,Classic Cars,S18_3232,San Rafael,USA,Medium
10278,11/3/2015,42,152.41,7,640122,1299,Shipped,Classic Cars,S18_3232,Las Vegas,USA,Medium
10281,11/17/2016,25,167.65,5,419125,1287,Shipped,Classic Cars,S18_3232,Allentown,USA,Medium
10287,7/31/2015,36,162.57,5,585252,1277,Shipped,Classic Cars,S18_3232,Gensve,Switzerland,Medium
10292,7/31/2015,21,135.47,12,284487,1269,Shipped,Classic Cars,S18_3232,NYC,USA,Small
10301,7/31/2015,23,174.42,9,401166,1608,Shipped,Classic Cars,S18_3232,Oslo,Norway,Medium
10305,8/31/2015,37,201.51,9,745587,1236,Shipped,Classic Cars,S18_3232,Cambridge,USA,Large
10310,11/17/2015,48,186.27,3,894096,1234,Shipped,Classic Cars,S18_3232,Koln,Germany,Large
10313,11/9/2015,25,182.89,3,457225,1229,Shipped,Classic Cars,S18_3232,Vancouver,Canada,Medium
10321,11/9/2015,33,172.73,11,570009,1217,Shipped,Classic Cars,S18_3232,New Bedford,USA,Medium
10324,1/1/2018,27,116.87,12,315549,1217,Shipped,Classic Cars,S18_3232,NYC,USA,Medium
10331,8/3/2017,27,154.47,11,417069,1206,Shipped,Classic Cars,S18_3232,Philadelphia,USA,Medium
10334,11/26/2014,20,143.94,3,287880,1205,On Hold,Classic Cars,S18_3232,Lule,Sweden,Small
10342,6/21/2017,30,167.65,4,502950,1201,Shipped,Classic Cars,S18_3232,Melbourne,Australia,Medium
10349,6/21/2017,48,154.1,6,739680,1195,Shipped,Classic Cars,S18_3232,NYC,USA,Large
10358,12/24/2015,32,93.49,12,299168,1187,Shipped,Classic Cars,S18_3232,Madrid,Spain,Small
10366,12/24/2015,34,184.58,1,627572,1157,Shipped,Classic Cars,S18_3232,Charleroi,Belgium,Medium
10370,9/19/2015,27,56.85,9,153495,1148,Shipped,Classic Cars,S18_3232,North Sydney,Australia,Small
10377,7/10/2015,39,186.27,3,726453,1129,Shipped,Classic Cars,S18_3232,Helsinki,Finland,Large
10383,7/10/2015,47,146.15,6,686905,1117,Shipped,Classic Cars,S18_3232,Madrid,Spain,Medium
10394,7/10/2015,22,152.41,5,335302,1096,Shipped,Classic Cars,S18_3232,Madrid,Spain,Medium
10405,7/10/2015,55,150.71,1,828905,1067,Shipped,Classic Cars,S18_3232,Strasbourg,France,Large
10412,5/3/2015,60,198.13,9,1188780,1049,Shipped,Classic Cars,S18_3232,Madrid,Spain,Large
10419,5/3/2015,35,169.34,6,592690,1036,Shipped,Classic Cars,S18_3232,Salzburg,Austria,Medium
10425,5/3/2015,28,135.47,8,379316,1023,In Process,Classic Cars,S18_3232,Nantes,France,Medium
10105,6/20/2015,38,113.95,13,433010,1864,Shipped,Trains,S18_3259,Kobenhavn,Denmark,Medium
10117,12/20/2017,21,95.8,7,201180,1801,Shipped,Trains,S18_3259,Singapore,Singapore,Small
10128,1/13/2016,41,117.98,4,483718,1751,Shipped,Trains,S18_3259,Madrid,Spain,Medium
10142,1/13/2016,22,97.81,10,215182,1689,Shipped,Trains,S18_3259,San Rafael,USA,Small
10153,1/13/2016,29,88.74,9,257346,1639,Shipped,Trains,S18_3259,Madrid,Spain,Small
10165,7/15/2014,50,106.89,1,534450,1616,Shipped,Trains,S18_3259,Singapore,Singapore,Medium
10177,7/15/2014,29,105.88,11,307052,1601,Shipped,Trains,S18_3259,Madrid,Spain,Medium
10185,7/15/2014,49,80.67,11,395283,1595,Shipped,Trains,S18_3259,New Bedford,USA,Medium
10196,7/15/2014,35,101.85,3,356475,1584,Shipped,Trains,S18_3259,New Haven,USA,Medium
10208,7/15/2014,48,116.97,11,561456,1548,Shipped,Trains,S18_3259,Lyon,France,Medium
10221,11/22/2016,23,80.67,5,185541,1502,Shipped,Trains,S18_3259,Bruxelles,Belgium,Small
10232,11/22/2016,48,95.8,8,459840,1473,Shipped,Trains,S18_3259,Cowes,UK,Medium
10248,11/22/2016,42,121.01,14,508242,1426,Cancelled,Trains,S18_3259,NYC,USA,Medium
10273,4/26/2016,47,115.97,15,545059,1352,Shipped,Trains,S18_3259,Bruxelles,Belgium,Medium
10282,6/14/2015,36,115.97,3,417492,1323,Shipped,Trains,S18_3259,San Rafael,USA,Medium
10293,11/21/2017,22,109.92,6,241824,1304,Shipped,Trains,S18_3259,Torino,Italy,Small
10306,11/21/2017,40,91.76,11,367040,1270,Shipped,Trains,S18_3259,Manchester,UK,Medium
10314,3/24/2016,23,107.9,3,248170,1263,Shipped,Trains,S18_3259,Aaarhus,Denmark,Small
10326,9/9/2016,32,118.99,6,380768,1246,Shipped,Trains,S18_3259,Lule,Sweden,Medium
10336,9/9/2016,21,106.21,7,223041,1236,Shipped,Trains,S18_3259,Paris,France,Small
10350,7/12/2017,41,93.04,2,381464,1225,Shipped,Trains,S18_3259,Madrid,Spain,Medium
10372,7/12/2017,25,84.71,5,211775,1171,Shipped,Trains,S18_3259,Minato-ku,Japan,Small
10383,10/16/2017,26,128.48,12,334048,1145,Shipped,Trains,S18_3259,Madrid,Spain,Medium
10396,3/13/2016,24,89.75,4,215400,1116,Shipped,Trains,S18_3259,San Rafael,USA,Small
10414,3/13/2016,48,121.01,14,580848,1073,On Hold,Trains,S18_3259,Boston,USA,Medium
10108,6/1/2014,26,68.35,9,177710,1869,Shipped,Classic Cars,S18_3278,Makati City,Philippines,Small
10122,6/1/2014,21,73.17,13,153657,1804,Shipped,Classic Cars,S18_3278,Marseille,France,Small
10135,7/5/2015,45,78,10,351000,1750,Shipped,Classic Cars,S18_3278,San Rafael,USA,Medium
10147,7/5/2015,36,86.04,10,309744,1686,Shipped,Classic Cars,S18_3278,Brickhaven,USA,Medium
10169,7/5/2015,32,70.76,5,226432,1627,Shipped,Classic Cars,S18_3278,North Sydney,Australia,Small
10181,4/8/2015,30,82.82,17,248460,1620,Shipped,Classic Cars,S18_3278,Bergen,Norway,Small
10191,4/8/2015,36,94.88,6,341568,1613,Shipped,Classic Cars,S18_3278,Koln,Germany,Medium
10203,4/8/2015,33,86.04,11,283932,1602,Shipped,Classic Cars,S18_3278,Madrid,Spain,Small
10211,4/8/2015,35,78,5,273000,1559,Shipped,Classic Cars,S18_3278,Paris,France,Small
10225,12/17/2017,37,95.69,12,354053,1522,Shipped,Classic Cars,S18_3278,Gensve,Switzerland,Medium
10238,12/17/2017,41,73.17,6,299997,1477,Shipped,Classic Cars,S18_3278,Kobenhavn,Denmark,Small
10252,12/1/2016,20,76.39,2,152780,1431,Shipped,Classic Cars,S18_3278,Paris,France,Small
10265,3/29/2015,45,86.84,2,390780,1395,Shipped,Classic Cars,S18_3278,Glen Waverly,Australia,Medium
10276,4/21/2015,38,69.96,6,265848,1365,Shipped,Classic Cars,S18_3278,Brickhaven,USA,Small
10287,4/21/2015,43,70.76,15,304268,1338,Shipped,Classic Cars,S18_3278,Gensve,Switzerland,Medium
10300,4/21/2015,49,78.8,8,386120,1669,Shipped,Classic Cars,S18_3278,Frankfurt,Germany,Medium
10310,4/21/2015,27,80.41,13,217107,1293,Shipped,Classic Cars,S18_3278,Koln,Germany,Small
10319,4/21/2015,46,73.98,1,340308,1276,Shipped,Classic Cars,S18_3278,NYC,USA,Medium
10329,4/21/2015,38,59.1,10,224580,1265,Shipped,Classic Cars,S18_3278,NYC,USA,Small
10342,10/2/2016,25,66.74,5,166850,1257,Shipped,Classic Cars,S18_3278,Melbourne,Australia,Small
10363,9/30/2017,46,60.3,10,277380,1215,Shipped,Classic Cars,S18_3278,Espoo,Finland,Small
10378,7/29/2015,22,112,4,246400,1181,Shipped,Classic Cars,S18_3278,Madrid,Spain,Small
10390,11/26/2015,40,137.29,9,549160,1159,Shipped,Classic Cars,S18_3278,San Rafael,USA,Medium
10103,5/2/2016,46,104.17,16,479182,1925,Shipped,Vintage Cars,S18_3320,Stavern,Norway,Medium
10126,11/19/2017,38,82.34,16,312892,1807,Shipped,Vintage Cars,S18_3320,Madrid,Spain,Medium
10139,11/19/2016,30,103.18,5,309540,1759,Shipped,Vintage Cars,S18_3320,Chatswood,Australia,Medium
10149,11/19/2016,42,94.25,2,395850,1702,Shipped,Vintage Cars,S18_3320,Brisbane,USA,Medium
10163,11/19/2016,43,116.08,6,499144,1665,Shipped,Vintage Cars,S18_3320,NYC,USA,Medium
10173,9/30/2016,29,95.24,4,276196,1650,Shipped,Vintage Cars,S18_3320,Bergamo,Italy,Small
10182,9/25/2017,33,86.31,1,284823,1644,Shipped,Vintage Cars,S18_3320,San Rafael,USA,Small
10193,9/25/2017,32,79.37,5,253984,1636,Shipped,Vintage Cars,S18_3320,Glen Waverly,Australia,Small
10206,9/25/2017,28,87.3,11,244440,1623,Shipped,Vintage Cars,S18_3320,Vancouver,Canada,Small
10215,12/4/2015,41,111.12,8,455592,1569,Shipped,Vintage Cars,S18_3320,Burbank,USA,Medium
10227,12/4/2015,33,111.12,1,366696,1538,Shipped,Vintage Cars,S18_3320,Lyon,France,Medium
10244,3/5/2016,36,84.33,5,303588,1481,Shipped,Vintage Cars,S18_3320,Madrid,Spain,Medium
10257,3/5/2016,26,89.29,5,232154,1436,Shipped,Vintage Cars,S18_3320,San Jose,USA,Small
10280,3/5/2016,34,102.19,7,347446,1373,Shipped,Vintage Cars,S18_3320,Torino,Italy,Medium
10290,3/5/2016,26,96.23,2,250198,1353,Shipped,Vintage Cars,S18_3320,Brickhaven,USA,Small
10304,8/12/2016,38,104.17,11,395846,1320,Shipped,Vintage Cars,S18_3320,Versailles,France,Medium
10312,8/20/2016,33,107.15,8,353595,1311,Shipped,Vintage Cars,S18_3320,San Rafael,USA,Medium
10323,8/20/2016,33,91.27,2,301191,1297,Shipped,Vintage Cars,S18_3320,Frankfurt,Germany,Medium
10347,6/10/2017,26,102.19,12,265694,1274,Shipped,Vintage Cars,S18_3320,Melbourne,Australia,Small
10357,6/10/2017,25,104.17,3,260425,1264,Shipped,Vintage Cars,S18_3320,San Rafael,USA,Small
10369,12/13/2015,45,73.08,4,328860,1224,Shipped,Vintage Cars,S18_3320,Brickhaven,USA,Medium
10382,12/13/2015,50,178.71,7,893550,1197,Shipped,Vintage Cars,S18_3320,San Rafael,USA,Large
10392,12/31/2015,36,112.11,1,403596,1176,Shipped,Vintage Cars,S18_3320,Graz,Austria,Medium
10423,12/31/2015,21,89.29,5,187509,1096,In Process,Vintage Cars,S18_3320,Bruxelles,Belgium,Small
10108,1/26/2017,29,139.64,8,404956,1916,Shipped,Classic Cars,S18_3482,Makati City,Philippines,Medium
10122,1/26/2017,21,117.59,12,246939,1851,Shipped,Classic Cars,S18_3482,Marseille,France,Small
10135,6/28/2014,42,129.35,9,543270,1797,Shipped,Classic Cars,S18_3482,San Rafael,USA,Medium
10147,6/17/2016,37,119.06,9,440522,1733,Shipped,Classic Cars,S18_3482,Brickhaven,USA,Medium
10169,6/17/2016,36,123.47,4,444492,1674,Shipped,Classic Cars,S18_3482,North Sydney,Australia,Medium
10181,6/17/2016,22,154.34,16,339548,1667,Shipped,Classic Cars,S18_3482,Bergen,Norway,Medium
10191,6/17/2016,23,148.46,5,341458,1660,Shipped,Classic Cars,S18_3482,Koln,Germany,Medium
10203,4/27/2017,32,160.22,10,512704,1649,Shipped,Classic Cars,S18_3482,Madrid,Spain,Medium
10211,4/27/2017,28,133.76,4,374528,1606,Shipped,Classic Cars,S18_3482,Paris,France,Medium
10225,10/27/2016,27,169.04,11,456408,1569,Shipped,Classic Cars,S18_3482,Gensve,Switzerland,Medium
10238,11/24/2016,49,133.76,5,655424,1524,Shipped,Classic Cars,S18_3482,Kobenhavn,Denmark,Medium
10252,11/24/2016,41,164.63,1,674983,1478,Shipped,Classic Cars,S18_3482,Paris,France,Medium
10265,11/24/2016,49,171.98,1,842702,1442,Shipped,Classic Cars,S18_3482,Glen Waverly,Australia,Large
10276,11/24/2016,30,130.82,5,392460,1412,Shipped,Classic Cars,S18_3482,Brickhaven,USA,Medium
10287,11/24/2016,40,169.04,14,676160,1385,Shipped,Classic Cars,S18_3482,Gensve,Switzerland,Medium
10300,11/24/2016,23,164.63,7,378649,1716,Shipped,Classic Cars,S18_3482,Frankfurt,Germany,Medium
10310,11/24/2016,49,127.88,12,626612,1340,Shipped,Classic Cars,S18_3482,Koln,Germany,Medium
10320,11/24/2016,25,139.64,5,349100,1323,Shipped,Classic Cars,S18_3482,Lule,Sweden,Medium
10330,12/23/2017,37,119.06,3,440522,1311,Shipped,Classic Cars,S18_3482,Makati City,Philippines,Medium
10342,12/23/2017,55,119.06,7,654830,1304,Shipped,Classic Cars,S18_3482,Melbourne,Australia,Medium
10355,12/23/2017,23,138.17,7,317791,1292,Shipped,Classic Cars,S18_3482,Madrid,Spain,Medium
10363,7/24/2016,24,172.61,11,414264,1263,Shipped,Classic Cars,S18_3482,Espoo,Finland,Medium
10378,9/8/2015,43,96.49,10,414907,1229,Shipped,Classic Cars,S18_3482,Madrid,Spain,Medium
10390,9/8/2015,50,147.94,1,739700,1207,Shipped,Classic Cars,S18_3482,San Rafael,USA,Large
10109,9/8/2015,47,132.8,2,624160,1933,Shipped,Classic Cars,S18_3685,Philadelphia,USA,Medium
10123,9/8/2015,34,156.82,4,533188,1863,Shipped,Classic Cars,S18_3685,Nantes,France,Medium
10137,1/26/2014,31,165.3,4,512430,1813,Shipped,Classic Cars,S18_3685,Reims,France,Medium
10148,1/26/2014,28,129.98,11,363944,1751,Shipped,Classic Cars,S18_3685,North Sydney,Australia,Medium
10161,1/26/2014,36,154,10,554400,1716,Shipped,Classic Cars,S18_3685,Aaarhus,Denmark,Medium
10172,1/26/2014,48,114.44,8,549312,1698,Shipped,Classic Cars,S18_3685,Bridgewater,USA,Medium
10181,1/26/2014,39,148.34,4,578526,1692,Shipped,Classic Cars,S18_3685,Bergen,Norway,Medium
10192,1/26/2014,45,118.68,9,534060,1685,Shipped,Classic Cars,S18_3685,Nashua,USA,Medium
10204,3/7/2015,35,163.88,15,573580,1674,Shipped,Classic Cars,S18_3685,NYC,USA,Medium
10212,3/7/2015,45,141.28,8,635760,1630,Shipped,Classic Cars,S18_3685,Madrid,Spain,Medium
10226,4/16/2016,46,159.65,6,734390,1590,Shipped,Classic Cars,S18_3685,San Diego,USA,Large
10240,4/16/2016,37,161.06,1,595922,1545,Shipped,Classic Cars,S18_3685,Osaka,Japan,Medium
10253,4/16/2016,31,129.98,3,402938,1497,Cancelled,Classic Cars,S18_3685,Liverpool,UK,Medium
10266,12/7/2016,33,152.58,4,503514,1463,Shipped,Classic Cars,S18_3685,Reggio Emilia,Italy,Medium
10278,6/9/2016,31,132.8,4,411680,1433,Shipped,Classic Cars,S18_3685,Las Vegas,USA,Medium
10287,6/9/2016,27,159.65,2,431055,1410,Shipped,Classic Cars,S18_3685,Gensve,Switzerland,Medium
10301,12/11/2016,39,165.3,6,644670,1740,Shipped,Classic Cars,S18_3685,Oslo,Norway,Medium
10311,11/15/2016,32,113.02,11,361664,1365,Shipped,Classic Cars,S18_3685,Madrid,Spain,Medium
10321,11/15/2016,28,151.17,8,423276,1347,Shipped,Classic Cars,S18_3685,New Bedford,USA,Medium
10331,11/15/2016,26,67.91,12,176566,1335,Shipped,Classic Cars,S18_3685,Philadelphia,USA,Small
10343,11/15/2016,44,84.88,2,373472,1329,Shipped,Classic Cars,S18_3685,Reims,France,Medium
10367,11/15/2016,46,104.53,6,480838,1281,Resolved,Classic Cars,S18_3685,Pasadena,USA,Medium
10379,10/3/2014,32,70.83,4,226656,1253,Shipped,Classic Cars,S18_3685,Madrid,Spain,Small
10406,10/3/2014,65,161.06,1,1046890,1189,Disputed,Classic Cars,S18_3685,Kobenhavn,Denmark,Large
10419,10/3/2014,43,129.98,3,558914,1158,Shipped,Classic Cars,S18_3685,Salzburg,Austria,Medium
10108,10/3/2014,43,67.77,12,291411,1965,Shipped,Motorcycles,S18_3782,Makati City,Philippines,Small
10122,10/3/2014,35,49.74,16,174090,1900,Shipped,Motorcycles,S18_3782,Marseille,France,Small
10135,4/4/2015,45,50.36,13,226620,1846,Shipped,Motorcycles,S18_3782,San Rafael,USA,Small
10146,4/4/2015,47,67.14,2,315558,1784,Shipped,Motorcycles,S18_3782,Glendale,USA,Medium
10169,4/4/2015,38,68.39,8,259882,1723,Shipped,Motorcycles,S18_3782,North Sydney,Australia,Small
10180,4/4/2015,21,50.36,3,105756,1717,Shipped,Motorcycles,S18_3782,Lille,France,Small
10191,4/4/2015,43,72.74,9,312782,1709,Shipped,Motorcycles,S18_3782,Koln,Germany,Medium
10211,5/14/2015,46,54.09,8,248814,1654,Shipped,Motorcycles,S18_3782,Paris,France,Small
10224,1/6/2017,38,58.44,1,222072,1618,Shipped,Motorcycles,S18_3782,Lille,France,Small
10237,1/6/2017,26,52.22,1,135772,1576,Shipped,Motorcycles,S18_3782,NYC,USA,Small
10252,12/21/2014,31,52.84,5,163804,1526,Shipped,Motorcycles,S18_3782,Paris,France,Small
10264,12/21/2014,48,54.71,3,262608,1492,Shipped,Motorcycles,S18_3782,Boston,USA,Small
10276,12/21/2014,33,50.36,9,166188,1460,Shipped,Motorcycles,S18_3782,Brickhaven,USA,Small
10286,12/21/2014,38,57.2,1,217360,1435,Shipped,Motorcycles,S18_3782,Paris,France,Small
10299,7/7/2016,39,55.95,3,218205,1403,Shipped,Motorcycles,S18_3782,Helsinki,Finland,Small
10310,7/4/2017,42,67.14,16,281988,1388,Shipped,Motorcycles,S18_3782,Koln,Germany,Small
10319,7/4/2017,44,59.06,4,259864,1371,Shipped,Motorcycles,S18_3782,NYC,USA,Small
10330,9/5/2014,29,69.63,2,201927,1359,Shipped,Motorcycles,S18_3782,Makati City,Philippines,Small
10342,3/8/2014,26,55.95,8,145470,1352,Shipped,Motorcycles,S18_3782,Melbourne,Australia,Small
10355,3/8/2014,31,53.47,1,165757,1340,Shipped,Motorcycles,S18_3782,Madrid,Spain,Small
10363,3/8/2014,32,89.12,12,285184,1311,Shipped,Motorcycles,S18_3782,Espoo,Finland,Small
10378,5/8/2014,28,164.63,9,460964,1277,Shipped,Motorcycles,S18_3782,Madrid,Spain,Medium
10390,11/2/2015,36,141.11,2,507996,1255,Shipped,Motorcycles,S18_3782,San Rafael,USA,Medium
10403,12/10/2017,36,52.22,1,187992,1221,Shipped,Motorcycles,S18_3782,Liverpool,UK,Small
10106,12/10/2017,41,116.46,17,477486,2003,Shipped,Vintage Cars,S18_3856,Bergamo,Italy,Medium
10119,12/10/2017,27,99.52,8,268704,1934,Shipped,Vintage Cars,S18_3856,Salzburg,Austria,Small
10130,12/10/2017,33,103.75,1,342375,1886,Shipped,Vintage Cars,S18_3856,Brickhaven,USA,Medium
10143,3/14/2014,34,101.64,12,345576,1832,Shipped,Vintage Cars,S18_3856,New Bedford,USA,Medium
10155,4/25/2014,29,124.93,10,362297,1776,Shipped,Vintage Cars,S18_3856,Helsinki,Finland,Medium
10167,10/26/2015,34,105.87,6,359958,1760,Cancelled,Vintage Cars,S18_3856,Boras,Sweden,Medium
10178,8/25/2015,48,112.22,9,538656,1745,Shipped,Vintage Cars,S18_3856,Toulouse,France,Medium
10186,9/3/2016,46,106.93,6,491878,1740,Shipped,Vintage Cars,S18_3856,London,UK,Medium
10197,12/30/2014,22,115.4,3,253880,1729,Shipped,Vintage Cars,S18_3856,Barcelona,Spain,Small
10222,12/5/2016,45,85.75,9,385875,1645,Shipped,Vintage Cars,S18_3856,San Diego,USA,Medium
10249,12/5/2016,46,121.75,5,560050,1568,Shipped,Vintage Cars,S18_3856,Cambridge,USA,Medium
10262,4/27/2016,34,120.69,14,410346,1522,Cancelled,Vintage Cars,S18_3856,Madrid,Spain,Medium
10273,6/25/2014,50,85.75,1,428750,1496,Shipped,Vintage Cars,S18_3856,Bruxelles,Belgium,Medium
10283,6/25/2014,46,125.99,3,579554,1467,Shipped,Vintage Cars,S18_3856,Tsawassen,Canada,Medium
10296,1/15/2017,22,84.7,12,186340,1442,Shipped,Vintage Cars,S18_3856,Munich,Germany,Small
10307,1/15/2017,48,86.81,6,416688,1414,Shipped,Vintage Cars,S18_3856,Philadelphia,USA,Medium
10316,11/30/2014,47,86.81,14,408007,1397,Shipped,Vintage Cars,S18_3856,Cowes,UK,Medium
10328,11/30/2014,34,112.22,6,381548,1387,Shipped,Vintage Cars,S18_3856,Bergamo,Italy,Medium
10338,11/30/2014,45,122.81,2,552645,1378,Shipped,Vintage Cars,S18_3856,Charleroi,Belgium,Medium
10351,11/30/2014,20,168.73,2,337460,1368,Shipped,Vintage Cars,S18_3856,London,UK,Medium
10373,2/28/2017,50,60.49,6,302450,1310,Shipped,Vintage Cars,S18_3856,Oulu,Finland,Medium
10386,2/28/2017,22,57.55,6,126610,1281,Resolved,Vintage Cars,S18_3856,Madrid,Spain,Small
10398,2/28/2017,45,106.93,17,481185,1253,Shipped,Vintage Cars,S18_3856,Reims,France,Medium
10400,2/28/2017,58,125.99,6,730742,1252,Shipped,Vintage Cars,S18_3856,San Jose,USA,Large
10415,2/28/2017,51,121.75,5,620925,1215,Disputed,Vintage Cars,S18_3856,Glen Waverly,Australia,Medium
10104,9/15/2015,38,140.75,3,534850,2045,Shipped,Classic Cars,S18_4027,Madrid,Spain,Medium
10117,9/15/2015,22,126.39,12,278058,1971,Shipped,Classic Cars,S18_4027,Singapore,Singapore,Small
10127,9/15/2015,25,137.88,5,344700,1924,Shipped,Classic Cars,S18_4027,NYC,USA,Medium
10142,9/15/2015,24,157.98,15,379152,1859,Shipped,Classic Cars,S18_4027,San Rafael,USA,Medium
10152,4/12/2016,35,129.26,1,452410,1812,Shipped,Classic Cars,S18_4027,South Brisbane,Australia,Medium
10165,4/12/2016,28,119.2,6,333760,1786,Shipped,Classic Cars,S18_4027,Singapore,Singapore,Medium
10176,4/12/2016,36,153.67,5,553212,1772,Shipped,Classic Cars,S18_4027,Reggio Emilia,Italy,Medium
10185,7/24/2016,39,130.69,16,509691,1765,Shipped,Classic Cars,S18_4027,New Bedford,USA,Medium
10196,7/24/2016,27,168.04,8,453708,1754,Shipped,Classic Cars,S18_4027,New Haven,USA,Medium
10207,7/24/2016,40,153.67,1,614680,1742,Shipped,Classic Cars,S18_4027,Boston,USA,Medium
10220,7/24/2016,50,165.16,5,825800,1678,Shipped,Classic Cars,S18_4027,Dublin,Ireland,Large
10230,7/24/2016,42,172.34,3,723828,1648,Shipped,Classic Cars,S18_4027,Frankfurt,Germany,Large
10247,8/4/2017,48,140.75,5,675600,1598,Shipped,Classic Cars,S18_4027,Espoo,Finland,Medium
10272,7/18/2016,25,149.36,5,373400,1523,Shipped,Classic Cars,S18_4027,Allentown,USA,Medium
10282,7/18/2016,31,150.8,8,467480,1493,Shipped,Classic Cars,S18_4027,San Rafael,USA,Medium
10292,7/18/2016,44,162.29,2,714076,1475,Shipped,Classic Cars,S18_4027,NYC,USA,Large
10306,7/18/2016,23,156.55,16,360065,1440,Shipped,Classic Cars,S18_4027,Manchester,UK,Medium
10314,7/18/2016,29,145.06,8,420674,1433,Shipped,Classic Cars,S18_4027,Aaarhus,Denmark,Medium
10324,7/18/2016,49,109.79,13,537971,1420,Shipped,Classic Cars,S18_4027,NYC,USA,Medium
10337,9/13/2017,36,157.76,3,567936,1405,Shipped,Classic Cars,S18_4027,NYC,USA,Medium
10349,9/13/2017,34,129.26,5,439484,1396,Shipped,Classic Cars,S18_4027,NYC,USA,Medium
10358,9/13/2017,25,101.13,13,252825,1388,Shipped,Classic Cars,S18_4027,Madrid,Spain,Small
10372,9/13/2017,48,146.49,6,703152,1342,Shipped,Classic Cars,S18_4027,Minato-ku,Japan,Large
10383,9/13/2017,38,140.55,1,534090,1316,Shipped,Classic Cars,S18_4027,Madrid,Spain,Medium
10394,9/13/2017,37,172.34,1,637658,1295,Shipped,Classic Cars,S18_4027,Madrid,Spain,Medium
10413,9/13/2017,49,140.75,5,689675,1245,Shipped,Classic Cars,S18_4027,Bridgewater,USA,Medium
10100,9/13/2017,22,86.51,4,190322,2096,Shipped,Vintage Cars,S18_4409,Nashua,USA,Small
10110,7/16/2014,28,89.27,8,249956,2026,Shipped,Vintage Cars,S18_4409,Manchester,UK,Small
10124,7/16/2014,36,85.59,7,308124,1963,Shipped,Vintage Cars,S18_4409,Las Vegas,USA,Medium
10148,12/5/2016,34,105.83,1,359822,1851,Shipped,Vintage Cars,S18_4409,North Sydney,Australia,Medium
10173,12/5/2016,21,75.46,14,158466,1797,Shipped,Vintage Cars,S18_4409,Bergamo,Italy,Small
10182,12/5/2016,36,109.52,11,394272,1791,Shipped,Vintage Cars,S18_4409,San Rafael,USA,Medium
10193,12/5/2016,24,97.55,15,234120,1783,Shipped,Vintage Cars,S18_4409,Glen Waverly,Australia,Small
10204,12/5/2016,29,85.59,5,248211,1773,Shipped,Vintage Cars,S18_4409,NYC,USA,Small
10213,12/5/2016,38,94.79,1,360202,1723,Shipped,Vintage Cars,S18_4409,London,UK,Medium
10227,11/11/2017,34,104.91,11,356694,1685,Shipped,Vintage Cars,S18_4409,Lyon,France,Medium
10241,11/11/2017,42,90.19,3,378798,1644,Shipped,Vintage Cars,S18_4409,Strasbourg,France,Medium
